brand,total_visits,record_count,unique_stores,mean_daily_visits,earliest_date,latest_date,data_type
Terry's Supermarket,5937352,5481,3,1083.26,2020-01-01,2024-12-31,derived
Budget Truck Rental,5936396,115832,84,51.25,2020-01-01,2024-12-31,derived
Farmers Home Furniture,5915477,31521,19,187.67,2020-01-01,2024-12-31,derived
On The Run Convenience,5915299,17174,11,344.43,2020-01-01,2024-12-31,derived
J Mclaughlin,5902615,40194,22,146.85,2020-01-01,2024-12-31,derived
Earthbound Trading Co.,5892542,30880,21,190.82,2020-01-01,2024-12-31,derived
The Boiling Crab,5890671,5816,4,1012.84,2020-01-01,2024-12-31,derived
Ulysse Nardin,5888578,12820,8,459.33,2020-01-01,2024-12-31,derived
Loews Hotels,5883844,6636,5,886.66,2020-01-01,2024-12-31,derived
Gala Fresh Farms,5849523,2131,2,2744.97,2020-01-01,2024-12-31,derived
4 Rivers Smokehouse,5846033,3654,2,1599.9,2020-01-01,2024-12-31,derived
Starr Western Wear,5826939,3654,2,1594.67,2020-01-01,2024-12-31,derived
Happy Lemon,5826781,20076,17,290.24,2020-01-01,2024-12-31,derived
Snuffer's Restaurant & Bar,5823365,3989,3,1459.86,2020-01-01,2024-12-31,derived
Four Seasons Hotels and Resorts,5822658,4719,3,1233.88,2020-01-01,2024-12-31,derived
JdV by Hyatt,5818441,10323,6,563.64,2020-01-01,2024-12-31,derived
Mrs. Fields,5818169,22412,14,259.6,2020-01-01,2024-12-31,derived
Commerce Bank,5814839,62117,36,93.61,2020-01-01,2024-12-31,derived
Philly Pretzel Factory,5812428,47839,32,121.5,2020-01-01,2024-12-31,derived
Lone Star Title Loans,5794446,60291,33,96.11,2020-01-01,2024-12-31,derived
TravelCenters of America,5786077,33866,23,170.85,2020-01-01,2024-12-31,derived
Grease Monkey Auto,5776803,33559,28,172.14,2020-01-01,2024-12-31,derived
Lawrence Brothers Supermarkets,5776276,1827,1,3161.62,2020-01-01,2024-12-31,derived
Kimpton Hotels & Restaurants,5768898,10870,6,530.72,2020-01-01,2024-12-31,derived
Black Walnut Cafe,5768157,4473,4,1289.55,2020-01-01,2024-12-31,derived
Clean Eatz,5766789,12848,9,448.85,2020-01-01,2024-12-31,derived
The Lash Lounge,5762781,40378,26,142.72,2020-01-01,2024-12-31,derived
Teriyaki Madness,5754330,11240,10,511.95,2020-01-01,2024-12-31,derived
Destination by Hyatt,5750873,7308,4,786.93,2020-01-01,2024-12-31,derived
Clothes Mentor,5748161,13488,9,426.17,2020-01-01,2024-12-31,derived
CorePower Yoga,5741114,40467,27,141.87,2020-01-01,2024-12-31,derived
BMW,5735208,72380,40,79.24,2020-01-01,2024-12-31,derived
VIM,5722362,10962,6,522.02,2020-01-01,2024-12-31,derived
Get Air,5719302,15316,9,373.42,2020-01-01,2024-12-31,derived
Cellairis,5715160,32246,19,177.24,2020-01-01,2024-12-31,derived
West Elm,5714508,19062,11,299.79,2020-01-01,2024-12-31,derived
84 Lumber,5705312,47196,27,120.89,2020-01-01,2024-12-31,derived
Eddie Bauer,5685367,27405,15,207.46,2020-01-01,2024-12-31,derived
Davi Nails,5676565,73080,40,77.68,2020-01-01,2024-12-31,derived
Tint World,5662744,34713,19,163.13,2020-01-01,2024-12-31,derived
Muscle Maker Grill,5660198,9525,7,594.25,2020-01-01,2024-12-31,derived
Fitness 19,5648943,24938,17,226.52,2020-01-01,2024-12-31,derived
Kwik Kar,5646358,20097,11,280.96,2020-01-01,2024-12-31,derived
aka.,5638733,5850,5,963.89,2020-01-01,2024-12-31,derived
Max & Erma's,5636947,4809,3,1172.17,2020-01-01,2024-12-31,derived
Guthrie’s,5594206,8164,6,685.23,2020-01-01,2024-12-31,derived
Security Finance,5593606,116684,67,47.94,2020-01-01,2024-12-31,derived
Hoss's Steak and Sea,5590625,5967,4,936.92,2020-01-01,2024-12-31,derived
Kid to Kid,5587779,15580,14,358.65,2020-01-01,2024-12-31,derived
UBS Group,5574470,45430,25,122.7,2020-01-01,2024-12-31,derived
Destination XL,5569344,46072,28,120.88,2020-01-01,2024-12-31,derived
Fossil,5554017,17231,11,322.33,2020-01-01,2024-12-31,derived
Clean Energy,5552729,36265,21,153.12,2020-01-01,2024-12-31,derived
Burgerim,5550945,23562,27,235.59,2020-01-01,2024-12-31,derived
Rockland Trust,5549820,42538,25,130.47,2020-01-01,2024-12-31,derived
Fred Astaire Dance Studios,5535108,43059,32,128.55,2020-01-01,2024-12-31,derived
Bambu,5531683,23629,13,234.11,2020-01-01,2024-12-31,derived
Carolina Ale House,5527874,3654,2,1512.83,2020-01-01,2024-12-31,derived
Bang & Olufsen,5522968,21922,14,251.94,2020-01-01,2024-12-31,derived
Fox's Pizza Den,5511483,34774,20,158.49,2020-01-01,2024-12-31,derived
Budget Rent A Car,5511339,257851,145,21.37,2020-01-01,2024-12-31,derived
Keller Williams,5509758,253923,141,21.7,2020-01-01,2024-12-31,derived
San Diego Style Sombrero Mexican Food,5508851,5481,3,1005.08,2020-01-01,2024-12-31,derived
Hibachi-San,5501719,7308,4,752.84,2020-01-01,2024-12-31,derived
International Trucks,5497249,39590,29,138.85,2020-01-01,2024-12-31,derived
FleetPride,5490178,62611,45,87.69,2020-01-01,2024-12-31,derived
Stew Leonard's,5486608,1827,1,3003.07,2020-01-01,2024-12-31,derived
Beltone,5465588,133980,95,40.79,2020-01-01,2024-12-31,derived
Hudson's Furniture,5462876,10962,6,498.35,2020-01-01,2024-12-31,derived
CycleBar,5462059,42173,31,129.52,2020-01-01,2024-12-31,derived
Buffalo's Cafe,5460252,6302,4,866.43,2020-01-01,2024-12-31,derived
Nathan's Famous,5450161,32886,18,165.73,2020-01-01,2024-12-31,derived
Harmon Face Values,5443286,14313,13,380.3,2020-01-01,2023-02-28,derived
Rhodes 101,5433183,11877,7,457.45,2020-01-01,2024-12-31,derived
SoBol Acai Bowls & Beyond,5432897,24148,17,224.98,2020-01-01,2024-12-31,derived
Brandy Melville,5430153,14070,10,385.94,2020-01-01,2024-12-31,derived
Capriotti's Sandwich Shop,5426907,11390,12,476.46,2020-01-01,2024-12-31,derived
Gringo's Mexican Kitchen,5423873,3654,2,1484.37,2020-01-01,2024-12-31,derived
Lime Fresh Mexican Grill,5408762,4475,3,1208.66,2020-01-01,2024-12-31,derived
Jittery Joes,5402406,5816,4,928.89,2020-01-01,2024-12-31,derived
Umpqua Bank,5400859,48968,42,110.29,2020-01-01,2024-12-31,derived
Tex's Chicken and Burgers,5395185,16568,10,325.64,2020-01-01,2024-12-31,derived
Top Pot Doughnuts,5394964,5481,3,984.3,2020-01-01,2024-12-31,derived
Big O Tires,5391929,64343,39,83.8,2020-01-01,2024-12-31,derived
Navarro Discount Pharmacy,5379347,9135,5,588.87,2020-01-01,2024-12-31,derived
Sabor Tropical,5370780,4901,3,1095.85,2020-01-01,2024-12-31,derived
Cost Less Foods,5367797,3807,3,1409.98,2020-01-01,2024-12-31,derived
Egg Harbor Cafe,5355497,3899,3,1373.56,2020-01-01,2024-12-31,derived
Pallio's Pizza Cafe,5355371,13185,10,406.17,2020-01-01,2024-12-31,derived
Mahindra Dealer,5352591,71314,40,75.06,2020-01-01,2024-12-31,derived
Orange Leaf Frozen Yogurt,5347519,16443,9,325.22,2020-01-01,2024-12-31,derived
Hyundai Motor,5346338,81700,46,65.44,2020-01-01,2024-12-31,derived
Mapco,5339436,11935,7,447.38,2020-01-01,2024-12-31,derived
Freeway Insurance Services,5338393,112029,67,47.65,2020-01-01,2024-12-31,derived
Ron John Surf Shop,5326892,5481,3,971.88,2020-01-01,2024-12-31,derived
Knights Inn,5326007,26764,19,199.0,2020-01-01,2024-12-31,derived
Crosby Markets,5325314,5481,3,971.6,2020-01-01,2024-12-31,derived
Icing,5322219,25937,17,205.2,2020-01-01,2024-12-31,derived
Italian Village Pizza,5321555,7308,4,728.18,2020-01-01,2024-12-31,derived
La Fiesta Supermarket,5312714,3654,2,1453.94,2020-01-01,2024-12-31,derived
Chicken Now,5301980,10778,9,491.93,2020-01-01,2024-12-31,derived
Juan Pollo,5297942,10445,6,507.22,2020-01-01,2024-12-31,derived
Community Bank,5248386,77559,51,67.67,2020-01-01,2024-12-31,derived
Sola Salon Studios,5241299,105158,76,49.84,2020-01-01,2024-12-31,derived
Chavez Supermarket,5239186,5481,3,955.88,2020-01-01,2024-12-31,derived
Red Lion Hotels,5234730,10046,7,521.08,2020-01-01,2024-12-31,derived
Roche Brothers Supermarket,5228812,1463,2,3574.03,2021-03-01,2024-12-31,derived
Stop & Shop Pharmacy,5228506,47258,26,110.64,2020-01-01,2024-12-31,derived
gorjana,5225652,16088,16,324.82,2020-01-01,2024-12-31,derived
Pretzelmaker,5214077,17874,11,291.71,2020-01-01,2024-12-31,derived
Leizler Oil Company,5213276,7308,4,713.37,2020-01-01,2024-12-31,derived
Little Woodrow's,5213272,9135,5,570.69,2020-01-01,2024-12-31,derived
BigFoot Java,5212875,16839,10,309.57,2020-01-01,2024-12-31,derived
Spirits Unlimited,5210839,9135,5,570.43,2020-01-01,2024-12-31,derived
Olympia Sports,5206074,6390,5,814.72,2020-01-01,2024-12-31,derived
Edition Hotels,5205849,3654,2,1424.7,2020-01-01,2024-12-31,derived
Lilly Pulitzer,5197935,15863,11,327.68,2020-01-01,2024-12-31,derived
MAC Cosmetics,5195106,31059,17,167.27,2020-01-01,2024-12-31,derived
Maryland Fried Chicken,5191673,7308,4,710.41,2020-01-01,2024-12-31,derived
iFresh Market,5184784,3654,2,1418.93,2020-01-01,2024-12-31,derived
Modell's Sporting Goods,5158449,5612,23,919.18,2020-01-01,2020-08-31,derived
Mr Jim's Pizza,5144629,17814,10,288.8,2020-01-01,2024-12-31,derived
Wild Bean Cafe,5119911,3654,2,1401.18,2020-01-01,2024-12-31,derived
Great Khans Mongolian Grill,5116771,4293,4,1191.89,2020-01-01,2024-12-31,derived
Brinkmann Hardware,5114269,3654,2,1399.64,2020-01-01,2024-12-31,derived
RadioShack Express @ HobbyTown,5109996,9135,5,559.39,2020-01-01,2024-12-31,derived
McCaffrey's Food Markets,5085718,1827,1,2783.64,2020-01-01,2024-12-31,derived
Primark,5083108,4660,4,1090.8,2020-01-01,2024-12-31,derived
County Market,5080950,3654,2,1390.52,2020-01-01,2024-12-31,derived
Simple Simon’s Pizza,5067192,25553,18,198.3,2020-01-01,2024-12-31,derived
Whiskey Cake,5067092,3807,4,1330.99,2020-01-01,2024-12-31,derived
Howard Johnson (HoJo),5055480,23326,17,216.73,2020-01-01,2024-12-31,derived
InTown Suites,5052186,36540,20,138.26,2020-01-01,2024-12-31,derived
Abuelo's,5042414,5481,3,919.98,2020-01-01,2024-12-31,derived
Cole Haan,5035063,18846,12,267.17,2020-01-01,2024-12-31,derived
Surf City Squeeze,5032003,14859,9,338.65,2020-01-01,2024-12-31,derived
Eye Level,5031057,42631,28,118.01,2020-01-01,2024-12-31,derived
Poke Bar,5030688,15802,10,318.36,2020-01-01,2024-12-31,derived
Hurts Donut,5021898,3198,3,1570.32,2020-01-01,2024-12-31,derived
Daylight Donuts,5013845,41011,28,122.26,2020-01-01,2024-12-31,derived
Corky's Kitchen & Bakery,5011982,5481,3,914.43,2020-01-01,2024-12-31,derived
Kura Sushi,5011313,11146,7,449.61,2020-01-01,2024-12-31,derived
Legal Sea Foods,5008655,4292,5,1166.97,2020-01-01,2024-12-31,derived
Sutherland Lumber,5001726,12789,7,391.1,2020-01-01,2024-12-31,derived
Harkins Theatres,4991278,3654,2,1365.98,2020-01-01,2024-12-31,derived
Huntington Learning Centers,4977178,57213,35,86.99,2020-01-01,2024-12-31,derived
Hops 'n Drops,4960564,7308,4,678.79,2020-01-01,2024-12-31,derived
LKQ Pick Your Part,4950161,16077,9,307.9,2020-01-01,2024-12-31,derived
Ted's Montana Grill,4929350,5481,3,899.35,2020-01-01,2024-12-31,derived
Jimmy Jazz,4916018,9800,14,501.63,2020-01-01,2021-11-30,derived
2nd and Charles,4915312,5481,3,896.79,2020-01-01,2024-12-31,derived
Deli Delicious,4914191,19550,12,251.37,2020-01-01,2024-12-31,derived
Potato Corner,4912584,11359,7,432.48,2020-01-01,2024-12-31,derived
"Berry Global Group, Inc.",4903218,10962,6,447.29,2020-01-01,2024-12-31,derived
Hot Dog on a Stick,4903017,19731,11,248.49,2020-01-01,2024-12-31,derived
TitleMax,4901001,184964,132,26.5,2020-01-01,2024-12-31,derived
HomeSense,4897408,5452,5,898.28,2020-01-01,2024-12-31,derived
Hawthorn Suites by Wyndham,4886504,13095,9,373.16,2020-01-01,2024-12-31,derived
Hey Dude,4885046,14616,8,334.23,2020-01-01,2024-12-31,derived
Work 'N Gear,4880953,10962,6,445.26,2020-01-01,2024-12-31,derived
Fresh Brothers Pizza,4880361,3654,2,1335.62,2020-01-01,2024-12-31,derived
Buy Buy Baby,4879710,15143,12,322.24,2020-01-01,2023-06-30,derived
Premier Cinemas,4879182,3654,2,1335.3,2020-01-01,2024-12-31,derived
Ike's Love & Sandwiches,4874582,22932,14,212.57,2020-01-01,2024-12-31,derived
Food City,4859937,1827,1,2660.06,2020-01-01,2024-12-31,derived
Chemours Company,4856074,3654,2,1328.97,2020-01-01,2024-12-31,derived
Community Financial Services Center (CFSC),4852443,30508,18,159.05,2020-01-01,2024-12-31,derived
Packaging Corporation of America,4847631,16443,9,294.81,2020-01-01,2024-12-31,derived
Northwest Bank,4844847,41835,26,115.81,2020-01-01,2024-12-31,derived
Tuxedo by Sarno,4839370,9712,8,498.29,2020-01-01,2024-12-31,derived
Andaz,4838121,4658,3,1038.67,2020-01-01,2024-12-31,derived
The Fresh Grocer,4837029,1767,3,2737.42,2020-01-01,2024-12-31,derived
Anna's Taqueria,4831482,4232,3,1141.65,2020-01-01,2024-12-31,derived
UPS Customer Center,4830361,165540,93,29.18,2020-01-01,2024-12-31,derived
The Home Depot Rental,4824030,228291,135,21.13,2020-01-01,2024-12-31,derived
Lacoste,4795966,19669,15,243.83,2020-01-01,2024-12-31,derived
NCG Cinemas,4794548,3654,2,1312.14,2020-01-01,2024-12-31,derived
Numero Uno Markets,4782372,6120,4,781.43,2020-01-01,2024-12-31,derived
Thompson Hotels,4780134,4019,3,1189.38,2020-01-01,2024-12-31,derived
Source for Sports,4775391,7155,4,667.42,2020-01-01,2024-12-31,derived
SunTrust Banks,4772105,80862,125,59.02,2020-01-01,2021-10-31,derived
Re-Bath,4763611,24328,14,195.81,2020-01-01,2024-12-31,derived
YWCA,4762024,29688,18,160.4,2020-01-01,2024-12-31,derived
Larry's Giant Subs,4761718,5481,3,868.77,2020-01-01,2024-12-31,derived
Riggins,4759072,7308,4,651.21,2020-01-01,2024-12-31,derived
Lions Market,4756328,5481,3,867.78,2020-01-01,2024-12-31,derived
Melt Shop,4752231,3654,2,1300.56,2020-01-01,2024-12-31,derived
The Great American Bagel,4749262,1827,1,2599.49,2020-01-01,2024-12-31,derived
Family Thrift Center,4744232,8676,6,546.82,2020-01-01,2024-12-31,derived
Centinela Feed & Pet Supplies,4743461,10962,6,432.72,2020-01-01,2024-12-31,derived
First National Bank (FNB),4743275,82215,45,57.69,2020-01-01,2024-12-31,derived
Rocket Fizz,4737239,19917,13,237.85,2020-01-01,2024-12-31,derived
Sleep Experts,4728977,16195,11,292.0,2020-01-01,2024-12-31,derived
Tom's Famous Family Restaurant,4728797,10962,6,431.38,2020-01-01,2024-12-31,derived
Tempur,4719317,25708,18,183.57,2020-01-01,2024-12-31,derived
D'Agostino,4706144,5481,3,858.63,2020-01-01,2024-12-31,derived
Glass America,4704288,60479,45,77.78,2020-01-01,2024-12-31,derived
King Food Saver,4696063,3776,3,1243.66,2020-01-01,2024-12-31,derived
Prime Lending,4694713,54031,38,86.89,2020-01-01,2024-12-31,derived
Vera Bradley,4693917,25333,19,185.29,2020-01-01,2024-12-31,derived
CountryMax Stores,4693288,5481,3,856.28,2020-01-01,2024-12-31,derived
iLoveKickboxing,4692733,16566,26,283.27,2020-01-01,2024-12-31,derived
Timberland,4682139,15897,10,294.53,2020-01-01,2024-12-31,derived
Galaxy Theatres,4677094,3654,2,1279.99,2020-01-01,2024-12-31,derived
Uno Chicago Grill,4667796,8402,6,555.56,2020-01-01,2024-12-31,derived
Amegy Bank,4657823,35623,20,130.75,2020-01-01,2024-12-31,derived
Calexico,4656233,6424,4,724.82,2020-01-01,2024-12-31,derived
100 Montaditos,4650246,3654,2,1272.65,2020-01-01,2024-12-31,derived
Pie Five Pizza Co,4641085,5481,3,846.76,2020-01-01,2024-12-31,derived
Frost Bank,4637396,47812,36,96.99,2020-01-01,2024-12-31,derived
Tandy Leather Factory,4625955,24509,16,188.75,2020-01-01,2024-12-31,derived
CarMax,4614893,57430,33,80.36,2020-01-01,2024-12-31,derived
Westlake Chemical Corporation,4613995,14616,8,315.68,2020-01-01,2024-12-31,derived
World Finance,4609197,175359,99,26.28,2020-01-01,2024-12-31,derived
Doc Popcorn,4604283,10841,9,424.71,2020-01-01,2024-12-31,derived
Dippin' Dots,4603961,16443,9,280.0,2020-01-01,2024-12-31,derived
Lee's Sandwiches,4598107,12789,7,359.54,2020-01-01,2024-12-31,derived
Phenix Salon Suites,4592260,75132,52,61.12,2020-01-01,2024-12-31,derived
K & G Fashion Superstore,4586249,15013,9,305.49,2020-01-01,2024-12-31,derived
Sprint,4584301,74546,377,61.5,2020-01-01,2020-07-31,derived
BJ's Wholesale Club Gas,4575035,37732,24,121.25,2020-01-01,2024-12-31,derived
"Martin Marietta Materials, Inc.",4569950,51156,28,89.33,2020-01-01,2024-12-31,derived
Taquerias Arandas,4568835,10384,7,439.99,2020-01-01,2024-12-31,derived
Thirsty Lion Gastro Pub,4567163,5481,3,833.27,2020-01-01,2024-12-31,derived
Auto Glass Now,4564056,49145,27,92.87,2020-01-01,2024-12-31,derived
ECCO,4563225,20097,11,227.06,2020-01-01,2024-12-31,derived
Sincerely Yogurt,4549942,3654,2,1245.19,2020-01-01,2024-12-31,derived
TCC,4546212,109467,71,41.53,2020-01-01,2024-12-31,derived
Ethel M Chocolate,4544773,1827,1,2487.56,2020-01-01,2024-12-31,derived
Nautica,4539044,16077,9,282.33,2020-01-01,2024-12-31,derived
UFC Gym,4527110,19550,18,231.57,2020-01-01,2024-12-31,derived
Dog Haus,4524205,10687,6,423.34,2020-01-01,2024-12-31,derived
Amici's East Coast Pizzeria,4523992,9135,5,495.24,2020-01-01,2024-12-31,derived
IdentoGO,4523430,306375,209,14.76,2020-01-01,2024-12-31,derived
Compass,4518335,97296,76,46.44,2020-01-01,2024-12-31,derived
Keevado,4517294,1827,1,2472.52,2020-01-01,2024-12-31,derived
Builders FirstSource,4509010,100673,65,44.79,2020-01-01,2024-12-31,derived
Amazon Distribution,4506202,230125,152,19.58,2020-01-01,2024-12-31,derived
Sun Loan,4500798,49815,28,90.35,2020-01-01,2024-12-31,derived
Brake Check,4498913,29903,17,150.45,2020-01-01,2024-12-31,derived
Workout Anytime,4489368,24850,18,180.66,2020-01-01,2024-12-31,derived
Bank of the West,4484603,75470,57,59.42,2020-01-01,2023-08-31,derived
LEMONADE LA,4477645,5267,4,850.13,2020-01-01,2024-12-31,derived
Synovus,4469780,67442,41,66.28,2020-01-01,2024-12-31,derived
Costco Optical,4468131,108588,65,41.15,2020-01-01,2024-12-31,derived
Tom Thumb Food Stores,4460265,5481,3,813.77,2020-01-01,2024-12-31,derived
The Kebab Shop,4454476,8252,6,539.81,2020-01-01,2024-12-31,derived
Eastern Bank,4439866,44433,29,99.92,2020-01-01,2024-12-31,derived
Handel's Home Made Ice Cream,4432255,16213,20,273.38,2020-01-01,2024-12-31,derived
Kinder's,4432237,5481,3,808.65,2020-01-01,2024-12-31,derived
Acura,4431244,42693,24,103.79,2020-01-01,2024-12-31,derived
Topgolf,4425593,7919,5,558.86,2020-01-01,2024-12-31,derived
Bagels-4-U,4418756,3654,2,1209.29,2020-01-01,2024-12-31,derived
Ascend Resort Collection,4417653,27186,21,162.5,2020-01-01,2024-12-31,derived
Furniture Row,4415661,10962,6,402.82,2020-01-01,2024-12-31,derived
First Citizens Bancshares,4408851,40573,28,108.66,2020-01-01,2024-12-31,derived
DK,4406192,10905,26,404.05,2020-01-01,2024-12-31,derived
Ecolab Inc.,4404241,3654,2,1205.32,2020-01-01,2024-12-31,derived
Chamberlin's Natural Food Market,4377482,5209,4,840.37,2020-01-01,2024-12-31,derived
Parts Authority,4372811,44736,29,97.75,2020-01-01,2024-12-31,derived
Van Leeuwen Artisan Ice Cream,4369814,13437,12,325.21,2020-01-01,2024-12-31,derived
Ameci Pizza and Pasta,4367146,20828,12,209.68,2020-01-01,2024-12-31,derived
Eataly,4366733,2224,2,1963.46,2020-01-01,2024-12-31,derived
Helzberg Diamonds,4362091,32001,20,136.31,2020-01-01,2024-12-31,derived
16 Handles,4350619,7490,6,580.86,2020-01-01,2024-12-31,derived
Paragon Theaters,4347328,3501,2,1241.74,2020-01-01,2024-12-31,derived
Samsung Experience Stores,4340365,5481,3,791.89,2020-01-01,2024-12-31,derived
Ralph's Italian ices & Ice Cream,4340224,25941,15,167.31,2020-01-01,2024-12-31,derived
LEE's Famous Recipes,4338696,5481,3,791.59,2020-01-01,2024-12-31,derived
Home Zone Furniture,4334715,11663,7,371.66,2020-01-01,2024-12-31,derived
BareBurger,4334445,9651,6,449.12,2020-01-01,2024-12-31,derived
Ameris Bank,4331237,82848,55,52.28,2020-01-01,2024-12-31,derived
Car Toys,4328849,16443,9,263.26,2020-01-01,2024-12-31,derived
Shiekh Shoes,4327533,14922,10,290.01,2020-01-01,2024-12-31,derived
Checkout Food Stores,4325507,10962,6,394.59,2020-01-01,2024-12-31,derived
True Food Kitchen,4324891,7308,4,591.8,2020-01-01,2024-12-31,derived
Sharkey's Cuts for Kids,4321111,23424,20,184.47,2020-01-01,2024-12-31,derived
Walters Wholesale Electric,4316402,18270,10,236.26,2020-01-01,2024-12-31,derived
Kelly-Moore Paints,4314596,62823,43,68.68,2020-01-01,2023-12-31,derived
Bravo! Cucina Italiana,4306872,5481,3,785.78,2020-01-01,2024-12-31,derived
G By GUESS,4305325,14372,10,299.56,2020-01-01,2024-12-31,derived
Buff City Soap,4304896,35991,20,119.61,2020-01-01,2024-12-31,derived
Flix Brewhouse,4297588,1827,1,2352.26,2020-01-01,2024-12-31,derived
Me-N-Ed's Pizzeria,4294810,17388,10,247.0,2020-01-01,2024-12-31,derived
El Torito,4291656,9135,5,469.8,2020-01-01,2024-12-31,derived
Haggen Pharmacy,4291377,5481,3,782.96,2020-01-01,2024-12-31,derived
Vail Resorts,4288522,5481,3,782.43,2020-01-01,2024-12-31,derived
Tossed,4280991,5084,3,842.05,2020-01-01,2024-12-31,derived
Dr. Martens,4277738,20097,11,212.85,2020-01-01,2024-12-31,derived
GO Car Wash,4272084,51156,28,83.51,2020-01-01,2024-12-31,derived
2nd Wind Exercise Equipment,4260755,16715,13,254.91,2020-01-01,2024-12-31,derived
Quicklee’s,4258147,10962,6,388.45,2020-01-01,2024-12-31,derived
Merle Norman Cosmetics,4246545,115459,77,36.78,2020-01-01,2024-12-31,derived
Famsa Furniture,4236188,13885,8,305.09,2020-01-01,2024-12-31,derived
Barberitos,4226625,5328,5,793.29,2020-01-01,2024-12-31,derived
Wahlburgers,4225709,9777,10,432.21,2020-01-01,2024-12-31,derived
